Group ID,Record ID,First Name,FF,Last Name,LF,Reg No.,DoB,First Name,Last Name,Reg No.,DoB
1290,B-3321,MARIEL,2,WILLIAMS,30,,09/12/1981,******,********,,**/**/****
1290,A-3322,MARIEL,2,WILLIAMS,30,1179915450,09/12/1981,******,********,1179915450,**/**/****
1339,A-3151,JAMES,82,SPARKS JR,1,7719470108,05/06/1946,*****,****** JR,7719470108,**/**/****
1339,A-3152,JAMES,82,SPARKS,4,1730622661,05/06/1946,*****,******___,1730622661,**/**/****
1589,B-3455,LENA,4,ANGEL,7,4644826082,12/24/1952,****,*****,**********,**/**/**52
1589,A-3456,LENA,4,ANGEL,7,4644826082,12/24/1925,****,*****,**********,**/**/**25
1604,A-3625,ALLISON,4,HUSKINS,37,1707092353,02/24/1992,*******,HUSKINS,**********,**/**/****
1604,B-3626,ALLISON,4,BUCHANAN,45,1707092353,02/24/1992,*******,BUCHANAN,**********,**/**/****
1630,A-457,MARYANN,2,BAKER-HAIRE,1,1079794139,11/15/1949,*******,BAKER-*****,**********,**/**/****
1630,B-458,MARYANN,2,HAIRE,1,1079794139,11/15/1949,*******,______*****,**********,**/**/****
1660,A-3629,ANNE,3,FOX,72,1410858474,05/27/1978,**N_*,FOX,**********,**/**/****
1660,B-3630,ANGIE,1,MCCOOL,2,1410858474,05/27/1978,**GI*,MCCOOL,**********,**/**/****
1687,A-2575,THOMAS,16,GOOD JR,1,1228866091,05/31/1982,******,**** JR,1228866091,05/31/1982
1687,A-2576,THOMAS,16,GOOD,2,1291116906,01/15/1953,******,****___,1291116906,01/15/1953
1745,B-3241,JOHN,72,EVANS,8,1830528397,12/12/1924,****,*****,*****28***,**/**/****
1745,A-3242,JOHN,72,EVANS,8,1830582397,12/12/1924,****,*****,*****82***,**/**/****
1772,B-3343,CHARLOTTE,3,COOK,4,1062233909,12/19/1977,*********,****,**********,**/*9/****
1772,A-3344,CHARLOTTE,3,COOK,4,1062233909,12/17/1977,*********,****,**********,**/*7/****
1791,B-3397,CHARLES,61,ALDRIDGE,4,3779554949,06/20/1933,*******,********,**********,**/20/****
1791,A-3398,CHARLES,61,ALDRIDGE,4,3779554949,06/02/1933,*******,********,**********,**/02/****
1798,B-1121,MICHAEL,53,ROBINSON,131,8218170761,10/10/1972,*******,********___,8218170761,10/10/****
1798,B-1122,MICHAEL,53,ROBINSON JR,5,1675251936,01/01/1972,*******,******** JR,1675251936,01/01/****
