Group ID,Record ID,First Name,FF,Last Name,LF,Reg No.,DoB,Race,First Name,Last Name,Reg No.,DoB,Race,Answer
25,A-31,BETTY,31,SILVERS,57,2089482736,12/20/1945,W,****Y_,*******,**********,**/**/****,*,0
25,B-32,BETTIE,3,SILVERS,57,2089482736,12/20/1945,W,****IE,*******,**********,**/**/****,*,0
26,A-3149,SILAS,2,WOODY,35,1710072392,08/12/1992,U,*****,****_*,1710072392,**/**/****,U,0
26,A-3150,SILAS,2,WOODBY,8,1745052850,08/12/1992,W,*****,****B*,1745052850,**/**/****,W,0
27,B-2775,CLINTON,2,BICKFORD,1,2034956646,,W,*******,BICKFORD,2034956646,,*,0
27,B-2776,CLINTON,2,ZULICK,2,2052136871,,W,*******,ZULICK,2052136871,,*,0
28,A-3627,STEPHANIE,8,GODFREY,1,1856864314,11/11/1987,U,*********,GODFREY,**********,**/**/****,U,0
28,B-3628,STEPHANIE,8,HONEYCUTT,37,1856864314,11/11/1987,W,*********,HONEYCUTT,**********,**/**/****,W,0
29,B-3231,MELVIN,4,CHOATE,2,1073534097,01/20/1956,W,******,******,********9*,**/**/****,*,1
29,A-3232,MELVIN,4,CHOATE,2,1073534057,01/20/1956,W,******,******,********5*,**/**/****,*,1
30,A-799,BELVIA,1,BALLEW,8,2861583747,04/21/1937,W,*****A,BALLEW,**********,**/**/****,*,0
30,B-800,BELVIE,1,BOONE,25,2861583747,04/21/1937,W,*****E,BOONE,**********,**/**/****,*,0
