Group ID,Record ID,First Name,FF,Last Name,LF,Reg No.,DoB,Race,First Name,Last Name,Reg No.,DoB,Race,type,Answer
25,A-1007,ANNE,3,FOX,72,1410858474,05/27/1978,W,**N_*,FOX,**********,**/**/****,W,30,1
25,B-1008,ANGIE,1,MCCOOL,2,1410858474,05/27/1978,M,**GI*,MCCOOL,**********,**/**/****,M,30,1
26,B-401,JOHN,72,PROFFITT,18,,04/24/1948,W,****,********,,**/**/****,*,19,1
26,A-402,JOHN,72,PROFFITT,18,4980086521,04/24/1948,W,****,********,4980086521,**/**/****,*,19,1
27,A-275,R,1,ROBINSON,131,2952463866,04/07/1977,W,*_____,********,**********,**/**/****,*,2,1
27,B-276,RONNIE,11,ROBINSON,131,2952463866,04/07/1977,W,*ONNIE,********,**********,**/**/****,*,2,1
28,B-555,DIANA,9,BARTLETT,5,7353669629,09/27/1916,W,*****,********,**********,**/**/**16,*,24,1
28,A-556,DIANA,9,BARTLETT,5,7353669629,09/27/1961,W,*****,********,**********,**/**/**61,*,24,1
29,B-267,WILLIAM,84,PROFFITT,18,2659203482,11/08/1944,W,*******,********,**********,**/*8/****,*,20,1
29,A-268,WILLIAM,84,PROFFITT,18,2659203482,11/01/1944,W,*******,********,**********,**/*1/****,*,20,1
30,A-33,JAMES,82,SPARKS JR,1,7719470108,05/06/1946,W,*****,****** JR,7719470108,**/**/****,*,15,1
30,A-34,JAMES,82,SPARKS,4,1730622661,05/06/1946,W,*****,******___,1730622661,**/**/****,*,15,1
